autistic,prolific_pid,expression,unique_property,occlusion,set_a_dist_feature,set_a,set_b
No,66a2140f93e144e47f04c272,two circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,66a2140f93e144e47f04c272,"blue stars, hexagon","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,66a2140f93e144e47f04c272,large squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,66a2140f93e144e47f04c272,large squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,66a2140f93e144e47f04c272,two rectangles,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,66a2140f93e144e47f04c272,small hexagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,66a2140f93e144e47f04c272,two small circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,66a2140f93e144e47f04c272,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,66a2140f93e144e47f04c272,large stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,66a2140f93e144e47f04c272,two small stars ,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,66a2140f93e144e47f04c272,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,66a2140f93e144e47f04c272,large triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,66a2140f93e144e47f04c272,hexagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,66a2140f93e144e47f04c272,black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,66a2140f93e144e47f04c272,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,66a2140f93e144e47f04c272,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,66a2140f93e144e47f04c272,blue triangle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,66a2140f93e144e47f04c272,blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,66d1e7730fc4fc09fb825a43,Two 5 sized shapes and a small triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,66d1e7730fc4fc09fb825a43,One small square and two five sided black shapes ,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,66d1e7730fc4fc09fb825a43,Two four sided shapes and one with five points,square,yes,type,"two, small, green, square","one, big, pink, star"
No,66d1e7730fc4fc09fb825a43,Two large circles and small one,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,66d1e7730fc4fc09fb825a43,Two small triangles and a large black shape ,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,66d1e7730fc4fc09fb825a43,Two small green shapes and a pink five pointed shape,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,66d1e7730fc4fc09fb825a43,Two large pink shapes with no sides and a small one,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,66d1e7730fc4fc09fb825a43,Blue five sided shapes and a small black one,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,66d1e7730fc4fc09fb825a43,Two large four sided blue shapes and a small star,square,no,type,"two, big, blue, square","one, small, black, star"
No,66d1e7730fc4fc09fb825a43,Two green four sided shapes and a small black one,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,66d1e7730fc4fc09fb825a43,Two black four sided shapes and five sided green ones ,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,66d1e7730fc4fc09fb825a43,Two small five sided shapes and a pink dot,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,66d1e7730fc4fc09fb825a43,Two round spots small and a green shape ,circle,no,type,"two, small, black, circle","one, big, green, square"
No,66d1e7730fc4fc09fb825a43,One blue circle and black 5 point shapes ,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,66d1e7730fc4fc09fb825a43,Five pointed pink shapes x 2 and small green pyramid ,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,66d1e7730fc4fc09fb825a43,One pink large square and two small green shapes ,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,66d1e7730fc4fc09fb825a43,Two five pointed shapes and a pink dot,star,no,type,"two, big, green, star","one, small, pink, circle"
No,66d1e7730fc4fc09fb825a43,Two large pyramids ,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,66d1e7730fc4fc09fb825a43,Two 5 sided shapes and a black shape,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,66d1e7730fc4fc09fb825a43,Two black pyramids and a small blue one,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,66d1e7730fc4fc09fb825a43,Two green round and one blue ,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,66d1e7730fc4fc09fb825a43,Two black holes and a green shape,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,66d1e7730fc4fc09fb825a43,One dot and two points ,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,66d1e7730fc4fc09fb825a43,Two small blue shapes and a large green one,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,6709b9892c255ccca832882f,two pink hexagon and a small blue triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,6709b9892c255ccca832882f,two big box of hexagon of black and small square pink,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,6709b9892c255ccca832882f,two green small box and a big pink star,square,yes,type,"two, small, green, square","one, big, pink, star"
No,6709b9892c255ccca832882f,pink circle and small black star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,6709b9892c255ccca832882f,two small triangle pink and a big square box of black,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,6709b9892c255ccca832882f,two small triangle and a big star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,6709b9892c255ccca832882f,two big circle of pink and a small triangle of blue,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,6709b9892c255ccca832882f,two small green star and small black box,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,6709b9892c255ccca832882f,two square box of blue and a small black star,square,no,type,"two, big, blue, square","one, small, black, star"
No,6709b9892c255ccca832882f,big green box and a small black star,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,6709b9892c255ccca832882f,two square black and a big green box,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,6709b9892c255ccca832882f,two small hexagon black and pink circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,6709b9892c255ccca832882f,two circle black and green big square,circle,no,type,"two, small, black, circle","one, big, green, square"
No,6709b9892c255ccca832882f,two small black star and big circle blue,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,6709b9892c255ccca832882f,two big star pink and small green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,6709b9892c255ccca832882f,two small star and a pink big square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,6709b9892c255ccca832882f,two big green star and a pink small circle,star,no,type,"two, big, green, star","one, small, pink, circle"
No,6709b9892c255ccca832882f,two triangle green and a blue box,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,6709b9892c255ccca832882f,"two green hexagon small, and a big black square",pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,6709b9892c255ccca832882f,two black triangle and a small star blue,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,6709b9892c255ccca832882f,two small circle green and hexagon blue,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,6709b9892c255ccca832882f,two circle black and one triangle green,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,6709b9892c255ccca832882f,two blue triangle and a small black circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,6709b9892c255ccca832882f,two small blue square and big green triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,672695e93764017bcf01d69b,5 sides,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,672695e93764017bcf01d69b,big 5 sides,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,672695e93764017bcf01d69b,twinkle and small box,square,yes,type,"two, small, green, square","one, big, pink, star"
No,672695e93764017bcf01d69b,big circle,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,672695e93764017bcf01d69b,3 side and box,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,672695e93764017bcf01d69b,small 3 side and twinkle ,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,672695e93764017bcf01d69b,2 circles and 1 3 side,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,672695e93764017bcf01d69b,big twinkle and  5 sides,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,672695e93764017bcf01d69b,box,square,no,type,"two, big, blue, square","one, small, black, star"
No,672695e93764017bcf01d69b,big box,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,672695e93764017bcf01d69b,box,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,672695e93764017bcf01d69b,2 small five sides and 1 big circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,672695e93764017bcf01d69b,circle,circle,no,type,"two, small, black, circle","one, big, green, square"
No,672695e93764017bcf01d69b,dark twinkle ,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,672695e93764017bcf01d69b,"2 big twinkle, 1 small 3 side",star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,672695e93764017bcf01d69b,small twinkle,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,672695e93764017bcf01d69b,"2 twinkle, 1 circle",star,no,type,"two, big, green, star","one, small, pink, circle"
No,672695e93764017bcf01d69b,2 big 3 sided shapes and 1 five sided shape,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,672695e93764017bcf01d69b,box and 5 sides,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,672695e93764017bcf01d69b,dark 3 SIDES ,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,672695e93764017bcf01d69b, circle,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,672695e93764017bcf01d69b,dark circle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,672695e93764017bcf01d69b,2 big 3 side and 1 small circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,672695e93764017bcf01d69b,blue box,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,673a5584f867e07b649219c7,2 pentagon and a triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,673a5584f867e07b649219c7,2 pentagon and a square,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,673a5584f867e07b649219c7,2 square and a star,square,yes,type,"two, small, green, square","one, big, pink, star"
No,673a5584f867e07b649219c7,2 circles and a star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,673a5584f867e07b649219c7,2 triangle and a square,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,673a5584f867e07b649219c7,2 triangle and a star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,673a5584f867e07b649219c7,2 circles and a triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,673a5584f867e07b649219c7,2 star and a pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,673a5584f867e07b649219c7,2 square and a star,square,no,type,"two, big, blue, square","one, small, black, star"
No,673a5584f867e07b649219c7,2 squares and a star,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,673a5584f867e07b649219c7,2 square and a pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,673a5584f867e07b649219c7,2 pentagon and a circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,673a5584f867e07b649219c7,2 circles and a square,circle,no,type,"two, small, black, circle","one, big, green, square"
No,673a5584f867e07b649219c7,2 stars and a circle,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,673a5584f867e07b649219c7,2 star and a triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,673a5584f867e07b649219c7,2 stars and a square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,673a5584f867e07b649219c7,2 stars and a circle,star,no,type,"two, big, green, star","one, small, pink, circle"
No,673a5584f867e07b649219c7,2 triangle and a pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,673a5584f867e07b649219c7,2 pentagon and a square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,673a5584f867e07b649219c7,2 triangle and a star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,673a5584f867e07b649219c7,2 circles and a pentagon,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,673a5584f867e07b649219c7,2 circles and a triangle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,673a5584f867e07b649219c7,2 triangle and a circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,673a5584f867e07b649219c7,2 square and a triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,67419325f041e92215fbd660,2 pentagon and triangle ,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,67419325f041e92215fbd660,"large pentagons, square",big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,67419325f041e92215fbd660,"small squares, star",square,yes,type,"two, small, green, square","one, big, pink, star"
No,67419325f041e92215fbd660,"large circles, star",big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,67419325f041e92215fbd660,"triangles, square",triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,67419325f041e92215fbd660,2 small triangles and star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,67419325f041e92215fbd660,"2 large circle, triangle",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,67419325f041e92215fbd660,"2 stars, pentagon","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,67419325f041e92215fbd660,"squares, star",square,no,type,"two, big, blue, square","one, small, black, star"
No,67419325f041e92215fbd660,"large squares, star","big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,67419325f041e92215fbd660,"2 small square, pentagon ",square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,67419325f041e92215fbd660,2 black pentagon and circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,67419325f041e92215fbd660,"two circle, square",circle,no,type,"two, small, black, circle","one, big, green, square"
No,67419325f041e92215fbd660,2 black star and circle ,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,67419325f041e92215fbd660,2 large stars and triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,67419325f041e92215fbd660,two small stars and square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,67419325f041e92215fbd660,"2 star, circle",star,no,type,"two, big, green, star","one, small, pink, circle"
No,67419325f041e92215fbd660,2 large triangle and pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,67419325f041e92215fbd660,"small pentagons, square",pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,67419325f041e92215fbd660,"black triangles, star",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,67419325f041e92215fbd660,"2 circle, pentagon",circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,67419325f041e92215fbd660,"black circles, triangle ",black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,67419325f041e92215fbd660,"large triangles, circle ",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,67419325f041e92215fbd660,"blue squares, triangle ",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,676066a42741a6a57e332c73,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,676066a42741a6a57e332c73,large pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,676066a42741a6a57e332c73,small green squares,square,yes,type,"two, small, green, square","one, big, pink, star"
No,676066a42741a6a57e332c73,large pink circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,676066a42741a6a57e332c73,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,676066a42741a6a57e332c73,"two triangles, star","small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,676066a42741a6a57e332c73,large pink circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,676066a42741a6a57e332c73,large blue stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,676066a42741a6a57e332c73,squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,676066a42741a6a57e332c73,green square,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,676066a42741a6a57e332c73,small black squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,676066a42741a6a57e332c73,small black pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,676066a42741a6a57e332c73,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,676066a42741a6a57e332c73,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,676066a42741a6a57e332c73,large pink stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,676066a42741a6a57e332c73,small green stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,676066a42741a6a57e332c73,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,676066a42741a6a57e332c73,two large triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,676066a42741a6a57e332c73,small green pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,676066a42741a6a57e332c73,large black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,676066a42741a6a57e332c73,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,676066a42741a6a57e332c73,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,676066a42741a6a57e332c73,large blue triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,676066a42741a6a57e332c73,small blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,676312ebc14b962752b0a447,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,676312ebc14b962752b0a447,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,676312ebc14b962752b0a447,"two squares, star",square,yes,type,"two, small, green, square","one, big, pink, star"
No,676312ebc14b962752b0a447,"large circles, star",big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,676312ebc14b962752b0a447,"square, triangle",triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,676312ebc14b962752b0a447,green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,676312ebc14b962752b0a447,circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,676312ebc14b962752b0a447,"blue stars, pentagon","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,676312ebc14b962752b0a447,"squares, star",square,no,type,"two, big, blue, square","one, small, black, star"
No,676312ebc14b962752b0a447,green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,676312ebc14b962752b0a447,squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,676312ebc14b962752b0a447,"small pentagons, circle","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,676312ebc14b962752b0a447,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,676312ebc14b962752b0a447,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,676312ebc14b962752b0a447,"2 stars, triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,676312ebc14b962752b0a447,small stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,676312ebc14b962752b0a447,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,676312ebc14b962752b0a447,big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,676312ebc14b962752b0a447,pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,676312ebc14b962752b0a447,"black triangles, star",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,676312ebc14b962752b0a447,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,676312ebc14b962752b0a447,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,676312ebc14b962752b0a447,triangles and circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,676312ebc14b962752b0a447,blue,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,676572d1818b3b26ca9f6ce2,pentagons and triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,676572d1818b3b26ca9f6ce2,"big pentagons, square",big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,676572d1818b3b26ca9f6ce2,"small square, big star",square,yes,type,"two, small, green, square","one, big, pink, star"
No,676572d1818b3b26ca9f6ce2,2 circles and a star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,676572d1818b3b26ca9f6ce2,"triangles, square",triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,676572d1818b3b26ca9f6ce2,"small triangles, star","small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,676572d1818b3b26ca9f6ce2,"big circles, triangle",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,676572d1818b3b26ca9f6ce2,blue stars and black pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,676572d1818b3b26ca9f6ce2,"big squares, star",square,no,type,"two, big, blue, square","one, small, black, star"
No,676572d1818b3b26ca9f6ce2,"big squares, star","big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,676572d1818b3b26ca9f6ce2,2 boxes and pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,676572d1818b3b26ca9f6ce2,"small black pentagons, big circle","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,676572d1818b3b26ca9f6ce2,"circles, square",circle,no,type,"two, small, black, circle","one, big, green, square"
No,676572d1818b3b26ca9f6ce2,"black stars, circle",black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,676572d1818b3b26ca9f6ce2,"big pink stars, small triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,676572d1818b3b26ca9f6ce2,"small stars, big pink square",small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,676572d1818b3b26ca9f6ce2,"stars, circle",star,no,type,"two, big, green, star","one, small, pink, circle"
No,676572d1818b3b26ca9f6ce2,"big triangles, pentagon",big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,676572d1818b3b26ca9f6ce2,"small triangles, big square",pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,676572d1818b3b26ca9f6ce2,black triangles and blue star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,676572d1818b3b26ca9f6ce2,"circles, pentagon",circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,676572d1818b3b26ca9f6ce2,"circles, triangle",black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,676572d1818b3b26ca9f6ce2,"big triangles, circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,676572d1818b3b26ca9f6ce2,"blue squares, big triangle",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,67675a39ffbd30658140e02e,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,67675a39ffbd30658140e02e,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,67675a39ffbd30658140e02e,2 squares,square,yes,type,"two, small, green, square","one, big, pink, star"
No,67675a39ffbd30658140e02e,big circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,67675a39ffbd30658140e02e,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,67675a39ffbd30658140e02e,small triangle,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,67675a39ffbd30658140e02e,circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,67675a39ffbd30658140e02e,blue stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,67675a39ffbd30658140e02e,squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,67675a39ffbd30658140e02e,big squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,67675a39ffbd30658140e02e,small black squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,67675a39ffbd30658140e02e,black pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,67675a39ffbd30658140e02e,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,67675a39ffbd30658140e02e,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,67675a39ffbd30658140e02e,stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,67675a39ffbd30658140e02e,small stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,67675a39ffbd30658140e02e,2 stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,67675a39ffbd30658140e02e,big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,67675a39ffbd30658140e02e,small pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,67675a39ffbd30658140e02e,black triangle,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,67675a39ffbd30658140e02e,2 circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,67675a39ffbd30658140e02e,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,67675a39ffbd30658140e02e,blue triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,67675a39ffbd30658140e02e,blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,67697f50ab2550deacf6622e,pentagon,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,67697f50ab2550deacf6622e,big pentagon,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,67697f50ab2550deacf6622e,green squares,square,yes,type,"two, small, green, square","one, big, pink, star"
No,67697f50ab2550deacf6622e,big pink circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,67697f50ab2550deacf6622e,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,67697f50ab2550deacf6622e,green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,67697f50ab2550deacf6622e,pink circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,67697f50ab2550deacf6622e,blue stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,67697f50ab2550deacf6622e,squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,67697f50ab2550deacf6622e,big squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,67697f50ab2550deacf6622e,black squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,67697f50ab2550deacf6622e,small pentagon,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,67697f50ab2550deacf6622e,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,67697f50ab2550deacf6622e,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,67697f50ab2550deacf6622e,two stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,67697f50ab2550deacf6622e,small green stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,67697f50ab2550deacf6622e,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,67697f50ab2550deacf6622e,big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,67697f50ab2550deacf6622e,small green pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,67697f50ab2550deacf6622e,two black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,67697f50ab2550deacf6622e,circle,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
